team_a,team_b,goals_a,goals_b,outcome,rating_a,rating_b,prob_a_win,prob_draw,prob_b_win,neutral,stage,year
Uruguay,England,2,1,home_win,1680,1790,0.2497,0.28,0.4703,True,quarter,2011
Morocco,Tunisia,4,3,home_win,1650,1540,0.4703,0.28,0.2497,True,friendly,2016
Italy,Portugal,4,5,away_win,1810,1760,0.4115,0.28,0.3085,False,round_of_16,2019
Tunisia,Denmark,1,2,away_win,1640,1670,0.329,0.28,0.391,False,friendly,2024
Serbia,Morocco,2,3,away_win,1595,1650,0.3035,0.28,0.4165,True,quarter,2017
England,Netherlands,3,2,home_win,1790,1750,0.4013,0.28,0.3187,True,quarter,2020
Ghana,Canada,0,2,away_win,1550,1560,0.3496,0.28,0.3704,True,friendly,2016
Saudi Arabia,Uruguay,1,1,draw,1520,1680,0.205,0.28,0.515,True,semi,2024
Germany,Cameroon,2,1,home_win,1780,1560,0.5617,0.28,0.1583,True,quarter,2022
Belgium,USA,3,2,home_win,1820,1620,0.547,0.28,0.173,False,group,2011
Senegal,Brazil,1,2,away_win,1710,1820,0.2497,0.28,0.4703,False,quarter,2010
Senegal,Canada,1,0,home_win,1710,1560,0.5064,0.28,0.2136,False,semi,2018
Croatia,Mexico,3,2,home_win,1800,1630,0.5233,0.28,0.1967,False,group,2021
Qatar,Spain,3,2,home_win,1490,1800,0.1035,0.28,0.6165,True,friendly,2013
England,Australia,2,1,home_win,1890,1580,0.6165,0.28,0.1035,False,round_of_16,2018
Denmark,Australia,1,1,draw,1770,1580,0.5393,0.28,0.1807,False,friendly,2020
Tunisia,Italy,0,0,draw,1540,1710,0.1967,0.28,0.5233,True,group,2019
Iran,England,0,0,draw,1630,1790,0.205,0.28,0.515,False,friendly,2024
Morocco,USA,2,2,draw,1650,1620,0.391,0.28,0.329,True,semi,2019
Senegal,Costa Rica,2,1,home_win,1710,1510,0.547,0.28,0.173,False,group,2011
Croatia,Switzerland,2,2,draw,1800,1660,0.4977,0.28,0.2223,False,friendly,2024
Poland,Wales,2,0,home_win,1600,1610,0.3496,0.28,0.3704,True,friendly,2017
USA,Italy,4,5,away_win,1620,1710,0.2688,0.28,0.4512,True,quarter,2020
Costa Rica,Iran,1,1,draw,1510,1530,0.3393,0.28,0.3807,True,friendly,2016
Switzerland,Australia,5,4,home_win,1660,1580,0.4415,0.28,0.2785,True,group,2023
Italy,Germany,2,1,home_win,1710,1780,0.2884,0.28,0.4316,True,group,2014
Wales,Netherlands,3,2,home_win,1610,1750,0.2223,0.28,0.4977,True,friendly,2019
Uruguay,Senegal,3,2,home_win,1680,1610,0.4316,0.28,0.2884,True,friendly,2010
USA,Tunisia,3,2,home_win,1720,1540,0.5314,0.28,0.1886,False,quarter,2025
Switzerland,Cameroon,2,1,home_win,1660,1560,0.4608,0.28,0.2592,True,quarter,2013
Belgium,Morocco,5,0,home_win,1820,1650,0.5233,0.28,0.1967,False,friendly,2024
Costa Rica,Morocco,0,0,draw,1510,1650,0.2223,0.28,0.4977,True,quarter,2018
Qatar,Brazil,2,3,away_win,1490,1820,0.0937,0.28,0.6263,True,friendly,2025
Portugal,South Korea,2,0,home_win,1760,1590,0.5233,0.28,0.1967,True,friendly,2022
Serbia,Mexico,6,5,home_win,1695,1630,0.4266,0.28,0.2934,False,group,2012
USA,Brazil,1,3,away_win,1720,1820,0.2592,0.28,0.4608,False,quarter,2025
Iran,Wales,0,1,away_win,1530,1610,0.2785,0.28,0.4415,True,friendly,2017
Ecuador,Costa Rica,4,5,away_win,1570,1510,0.4216,0.28,0.2984,True,final,2023
Poland,Switzerland,1,1,draw,1600,1660,0.2984,0.28,0.4216,True,group,2021
France,Croatia,0,0,draw,1840,1700,0.4977,0.28,0.2223,True,final,2022
Morocco,France,2,1,home_win,1650,1840,0.1807,0.28,0.5393,True,friendly,2020
Argentina,Morocco,2,2,draw,1850,1650,0.547,0.28,0.173,True,friendly,2022
Spain,Cameroon,2,1,home_win,1900,1560,0.6309,0.28,0.0891,False,round_of_16,2013
Argentina,Ghana,0,0,draw,1850,1550,0.6113,0.28,0.1087,True,friendly,2021
Wales,Uruguay,3,2,home_win,1710,1680,0.391,0.28,0.329,False,quarter,2012
Cameroon,Ghana,1,1,draw,1560,1550,0.3704,0.28,0.3496,True,friendly,2013
Costa Rica,Italy,1,2,away_win,1610,1710,0.2592,0.28,0.4608,False,group,2015
Croatia,Argentina,1,1,draw,1800,1850,0.3085,0.28,0.4115,False,friendly,2018
Saudi Arabia,Germany,2,3,away_win,1520,1780,0.1317,0.28,0.5883,True,friendly,2015
Cameroon,Morocco,1,2,away_win,1660,1650,0.3704,0.28,0.3496,False,semi,2015
Portugal,Denmark,1,1,draw,1760,1670,0.4512,0.28,0.2688,True,quarter,2018
Australia,Brazil,2,3,away_win,1580,1820,0.1445,0.28,0.5755,True,quarter,2020
France,Morocco,1,0,home_win,1940,1650,0.6059,0.28,0.1141,False,friendly,2017
USA,Portugal,2,1,home_win,1620,1760,0.2223,0.28,0.4977,True,round_of_16,2016
Australia,Qatar,4,3,home_win,1580,1490,0.4512,0.28,0.2688,True,friendly,2015
Ghana,Morocco,1,2,away_win,1550,1650,0.2592,0.28,0.4608,True,friendly,2011
Uruguay,Canada,2,1,home_win,1680,1560,0.4796,0.28,0.2404,True,friendly,2023
Morocco,Cameroon,2,3,away_win,1750,1560,0.5393,0.28,0.1807,False,quarter,2018
Iran,Cameroon,2,3,away_win,1530,1560,0.329,0.28,0.391,True,semi,2021
Senegal,Qatar,2,1,home_win,1610,1490,0.4796,0.28,0.2404,True,friendly,2018
Qatar,Brazil,2,1,home_win,1490,1820,0.0937,0.28,0.6263,True,group,2017
Denmark,Serbia,2,3,away_win,1770,1595,0.5274,0.28,0.1926,False,round_of_16,2016
Ghana,Ecuador,0,0,draw,1650,1570,0.4415,0.28,0.2785,False,group,2012
France,Portugal,1,0,home_win,1840,1760,0.4415,0.28,0.2785,True,friendly,2022
Brazil,France,2,0,home_win,1920,1840,0.4415,0.28,0.2785,False,friendly,2021
Uruguay,Wales,2,2,draw,1680,1610,0.4316,0.28,0.2884,True,group,2016
USA,Serbia,7,6,home_win,1720,1595,0.4842,0.28,0.2358,False,group,2013
Wales,Australia,2,1,home_win,1710,1580,0.4887,0.28,0.2313,False,quarter,2020
Saudi Arabia,Ghana,3,2,home_win,1520,1550,0.329,0.28,0.391,True,friendly,2018
Saudi Arabia,Germany,1,1,draw,1520,1780,0.1317,0.28,0.5883,True,friendly,2022
Japan,Serbia,5,5,draw,1640,1595,0.4064,0.28,0.3136,True,friendly,2020
Belgium,Wales,3,1,home_win,1720,1610,0.4703,0.28,0.2497,True,friendly,2017
Brazil,Croatia,0,1,away_win,1820,1700,0.4796,0.28,0.2404,True,round_of_16,2010
Ecuador,Croatia,1,2,away_win,1670,1700,0.329,0.28,0.391,False,friendly,2020
Ghana,Cameroon,2,1,home_win,1650,1560,0.4512,0.28,0.2688,False,round_of_16,2017
Costa Rica,USA,0,1,away_win,1610,1620,0.3496,0.28,0.3704,False,group,2023
Costa Rica,Switzerland,0,0,draw,1510,1660,0.2136,0.28,0.5064,True,friendly,2011
Morocco,Poland,0,2,away_win,1650,1600,0.4115,0.28,0.3085,True,quarter,2016
Morocco,Poland,2,2,draw,1750,1600,0.5064,0.28,0.2136,False,semi,2011
Switzerland,Morocco,1,1,draw,1660,1650,0.3704,0.28,0.3496,True,group,2012
Mexico,Uruguay,3,2,home_win,1630,1680,0.3085,0.28,0.4115,True,round_of_16,2022
Cameroon,Wales,0,2,away_win,1560,1610,0.3085,0.28,0.4115,True,group,2017
Saudi Arabia,England,1,2,away_win,1520,1790,0.1256,0.28,0.5944,True,quarter,2016
Cameroon,Serbia,2,3,away_win,1560,1595,0.3239,0.28,0.3961,True,round_of_16,2022
Senegal,Costa Rica,1,1,draw,1610,1510,0.4608,0.28,0.2592,True,friendly,2013
USA,Wales,3,2,home_win,1720,1610,0.4703,0.28,0.2497,False,quarter,2013
Portugal,Australia,2,1,home_win,1860,1580,0.6002,0.28,0.1198,False,friendly,2024
Netherlands,Tunisia,2,1,home_win,1750,1540,0.5545,0.28,0.1655,True,friendly,2024
Italy,France,3,3,draw,1710,1840,0.2313,0.28,0.4887,True,semi,2015
Japan,Mexico,0,0,draw,1740,1630,0.4703,0.28,0.2497,False,group,2020
Iran,Denmark,3,2,home_win,1530,1670,0.2223,0.28,0.4977,True,round_of_16,2015
Uruguay,Ghana,1,1,draw,1780,1550,0.5687,0.28,0.1513,False,friendly,2013
Argentina,Wales,2,0,home_win,1850,1610,0.5755,0.28,0.1445,True,friendly,2025
Ghana,France,1,1,draw,1650,1840,0.1807,0.28,0.5393,False,group,2023
South Korea,Canada,2,2,draw,1590,1560,0.391,0.28,0.329,True,friendly,2017
Iran,Italy,2,3,away_win,1530,1710,0.1886,0.28,0.5314,True,round_of_16,2021
Uruguay,Serbia,3,3,draw,1780,1595,0.5354,0.28,0.1846,False,friendly,2018
Uruguay,Switzerland,1,2,away_win,1780,1660,0.4796,0.28,0.2404,False,group,2012
Brazil,Ecuador,2,1,home_win,1920,1570,0.6353,0.28,0.0847,False,round_of_16,2015
Serbia,Italy,0,0,draw,1695,1710,0.3445,0.28,0.3755,False,friendly,2025
France,Belgium,2,0,home_win,1840,1720,0.4796,0.28,0.2404,True,group,2016
Tunisia,Ghana,2,1,home_win,1640,1550,0.4512,0.28,0.2688,False,friendly,2018
Saudi Arabia,Portugal,0,1,away_win,1520,1760,0.1445,0.28,0.5755,True,quarter,2012
South Korea,Qatar,1,2,away_win,1590,1490,0.4608,0.28,0.2592,True,friendly,2014
Spain,Argentina,1,2,away_win,1800,1850,0.3085,0.28,0.4115,True,semi,2014
Netherlands,South Korea,2,1,home_win,1750,1590,0.515,0.28,0.205,True,friendly,2025
Japan,England,0,2,away_win,1640,1790,0.2136,0.28,0.5064,True,group,2011
Iran,Costa Rica,1,2,away_win,1530,1510,0.3807,0.28,0.3393,True,friendly,2017
Saudi Arabia,Japan,2,1,home_win,1520,1640,0.2404,0.28,0.4796,True,group,2016
Denmark,Italy,2,0,home_win,1770,1710,0.4216,0.28,0.2984,False,round_of_16,2025
Poland,Netherlands,1,2,away_win,1600,1750,0.2136,0.28,0.5064,True,group,2014
Ghana,Senegal,1,0,home_win,1650,1610,0.4013,0.28,0.3187,False,group,2017
Switzerland,Australia,3,2,home_win,1760,1580,0.5314,0.28,0.1886,False,friendly,2015
Belgium,Cameroon,5,4,home_win,1820,1560,0.5883,0.28,0.1317,False,group,2016
Brazil,Cameroon,1,1,draw,1820,1560,0.5883,0.28,0.1317,True,friendly,2023
Wales,Qatar,2,2,draw,1610,1490,0.4796,0.28,0.2404,True,semi,2015
Netherlands,Germany,1,2,away_win,1750,1780,0.329,0.28,0.391,True,friendly,2023
Italy,Croatia,1,1,draw,1810,1700,0.4703,0.28,0.2497,False,group,2014
Denmark,Netherlands,2,0,home_win,1670,1750,0.2785,0.28,0.4415,True,group,2015
Canada,Saudi Arabia,3,0,home_win,1560,1520,0.4013,0.28,0.3187,True,group,2013
Wales,Morocco,2,1,home_win,1610,1650,0.3187,0.28,0.4013,True,friendly,2014
Ghana,Brazil,4,3,home_win,1550,1820,0.1256,0.28,0.5944,True,friendly,2015
Croatia,England,2,1,home_win,1700,1790,0.2688,0.28,0.4512,True,group,2025
Denmark,Morocco,2,3,away_win,1670,1650,0.3807,0.28,0.3393,True,friendly,2016
Uruguay,France,0,1,away_win,1680,1840,0.205,0.28,0.515,True,group,2010
Uruguay,Ecuador,3,2,home_win,1780,1570,0.5545,0.28,0.1655,False,quarter,2011
Tunisia,Saudi Arabia,1,1,draw,1540,1520,0.3807,0.28,0.3393,True,round_of_16,2015
England,France,0,2,away_win,1790,1840,0.3085,0.28,0.4115,True,friendly,2014
Poland,Mexico,1,1,draw,1600,1630,0.329,0.28,0.391,True,round_of_16,2019
South Korea,Tunisia,2,1,home_win,1690,1540,0.5064,0.28,0.2136,False,friendly,2015
Iran,Croatia,0,0,draw,1630,1700,0.2884,0.28,0.4316,False,group,2013
Poland,Australia,2,1,home_win,1700,1580,0.4796,0.28,0.2404,False,friendly,2018
Poland,Mexico,3,1,home_win,1700,1630,0.4316,0.28,0.2884,False,round_of_16,2020
Morocco,Tunisia,0,0,draw,1750,1540,0.5545,0.28,0.1655,False,quarter,2025
Canada,South Korea,2,2,draw,1560,1590,0.329,0.28,0.391,True,friendly,2025
Morocco,Netherlands,3,2,home_win,1650,1750,0.2592,0.28,0.4608,True,group,2024
Uruguay,USA,1,1,draw,1680,1620,0.4216,0.28,0.2984,True,group,2012
Saudi Arabia,Australia,1,2,away_win,1520,1580,0.2984,0.28,0.4216,True,group,2020
Wales,Switzerland,1,2,away_win,1710,1660,0.4115,0.28,0.3085,False,quarter,2020
Qatar,Netherlands,1,2,away_win,1490,1750,0.1317,0.28,0.5883,True,quarter,2013
Japan,England,1,2,away_win,1640,1790,0.2136,0.28,0.5064,True,friendly,2020
Morocco,Saudi Arabia,1,2,away_win,1750,1520,0.5687,0.28,0.1513,False,group,2013
Brazil,Germany,2,2,draw,1820,1780,0.4013,0.28,0.3187,True,group,2025
Germany,Australia,1,1,draw,1780,1580,0.547,0.28,0.173,True,group,2017
Ghana,Argentina,3,2,home_win,1650,1850,0.173,0.28,0.547,False,friendly,2020
Denmark,Saudi Arabia,4,4,draw,1670,1520,0.5064,0.28,0.2136,True,semi,2020
Poland,Argentina,1,2,away_win,1700,1850,0.2136,0.28,0.5064,False,group,2014
Costa Rica,Iran,3,2,home_win,1510,1530,0.3393,0.28,0.3807,True,group,2022
South Korea,Germany,1,1,draw,1590,1780,0.1807,0.28,0.5393,True,friendly,2020
Costa Rica,England,2,0,home_win,1610,1790,0.1886,0.28,0.5314,False,friendly,2013
Germany,Switzerland,4,1,home_win,1780,1660,0.4796,0.28,0.2404,True,quarter,2012
Serbia,Cameroon,2,1,home_win,1595,1560,0.3961,0.28,0.3239,True,friendly,2011
Tunisia,Mexico,4,1,home_win,1540,1630,0.2688,0.28,0.4512,True,friendly,2021
Croatia,Saudi Arabia,1,3,away_win,1700,1520,0.5314,0.28,0.1886,True,friendly,2011
Serbia,Uruguay,1,2,away_win,1595,1680,0.2736,0.28,0.4464,True,quarter,2018
Serbia,Saudi Arabia,0,1,away_win,1595,1520,0.4365,0.28,0.2835,True,group,2019
Italy,Uruguay,2,1,home_win,1710,1680,0.391,0.28,0.329,True,group,2011
Belgium,Senegal,0,2,away_win,1820,1610,0.5545,0.28,0.1655,False,quarter,2021
Morocco,USA,4,3,home_win,1650,1620,0.391,0.28,0.329,True,final,2018
Belgium,Iran,2,1,home_win,1720,1530,0.5393,0.28,0.1807,True,group,2014
Croatia,Senegal,1,0,home_win,1700,1610,0.4512,0.28,0.2688,True,group,2021
Qatar,Serbia,2,3,away_win,1490,1595,0.2544,0.28,0.4656,True,group,2023
Italy,Poland,3,2,home_win,1810,1600,0.5545,0.28,0.1655,False,group,2014
Tunisia,Australia,2,0,home_win,1640,1580,0.4216,0.28,0.2984,False,quarter,2014
USA,Serbia,1,0,home_win,1720,1595,0.4842,0.28,0.2358,False,group,2017
Morocco,USA,4,3,home_win,1650,1620,0.391,0.28,0.329,True,round_of_16,2023
Senegal,Switzerland,1,1,draw,1710,1660,0.4115,0.28,0.3085,False,group,2013
Spain,Saudi Arabia,1,0,home_win,1800,1520,0.6002,0.28,0.1198,True,friendly,2021
Morocco,Netherlands,0,3,away_win,1750,1750,0.36,0.28,0.36,False,friendly,2017
England,Germany,0,0,draw,1790,1780,0.3704,0.28,0.3496,True,group,2014
Belgium,Morocco,4,3,home_win,1720,1650,0.4316,0.28,0.2884,True,round_of_16,2017
Japan,Australia,2,1,home_win,1740,1580,0.515,0.28,0.205,False,group,2011
Senegal,Japan,2,1,home_win,1610,1640,0.329,0.28,0.391,True,group,2025
South Korea,Costa Rica,2,2,draw,1590,1510,0.4415,0.28,0.2785,True,group,2014
France,Cameroon,5,0,home_win,1840,1560,0.6002,0.28,0.1198,True,quarter,2022
Australia,Canada,1,2,away_win,1580,1560,0.3807,0.28,0.3393,True,group,2013
Netherlands,Costa Rica,2,1,home_win,1750,1510,0.5755,0.28,0.1445,True,group,2012
Mexico,Belgium,1,1,draw,1630,1720,0.2688,0.28,0.4512,True,final,2012
England,Cameroon,1,0,home_win,1790,1560,0.5687,0.28,0.1513,True,final,2017
South Korea,Ecuador,1,3,away_win,1590,1570,0.3807,0.28,0.3393,True,quarter,2024
Italy,Spain,0,1,away_win,1710,1800,0.2688,0.28,0.4512,True,round_of_16,2023
Canada,Japan,1,2,away_win,1560,1640,0.2785,0.28,0.4415,True,group,2010
Ecuador,Portugal,1,2,away_win,1570,1760,0.1807,0.28,0.5393,True,friendly,2014
Poland,Qatar,3,3,draw,1700,1490,0.5545,0.28,0.1655,False,friendly,2022
Tunisia,Costa Rica,0,1,away_win,1540,1510,0.391,0.28,0.329,True,quarter,2022
Switzerland,South Korea,0,1,away_win,1660,1590,0.4316,0.28,0.2884,True,friendly,2012
Saudi Arabia,Croatia,2,1,home_win,1620,1700,0.2785,0.28,0.4415,False,quarter,2018
Senegal,Italy,1,0,home_win,1710,1710,0.36,0.28,0.36,False,friendly,2024
Spain,Ghana,4,2,home_win,1800,1550,0.582,0.28,0.138,True,friendly,2025
Serbia,Qatar,1,0,home_win,1595,1490,0.4656,0.28,0.2544,True,semi,2022
Spain,Uruguay,0,0,draw,1800,1680,0.4796,0.28,0.2404,True,friendly,2011
Morocco,Australia,3,2,home_win,1750,1580,0.5233,0.28,0.1967,False,friendly,2025
England,Germany,2,1,home_win,1790,1780,0.3704,0.28,0.3496,True,friendly,2014
Germany,Spain,0,0,draw,1780,1800,0.3393,0.28,0.3807,True,semi,2011
Italy,Canada,2,1,home_win,1710,1560,0.5064,0.28,0.2136,True,semi,2020
Japan,Mexico,2,2,draw,1640,1630,0.3704,0.28,0.3496,True,group,2022
Wales,Croatia,0,1,away_win,1610,1700,0.2688,0.28,0.4512,True,friendly,2014
Mexico,Belgium,2,1,home_win,1630,1720,0.2688,0.28,0.4512,True,friendly,2019
Morocco,Serbia,3,2,home_win,1650,1595,0.4165,0.28,0.3035,True,friendly,2017
Denmark,USA,1,2,away_win,1670,1620,0.4115,0.28,0.3085,True,round_of_16,2023
England,Serbia,2,1,home_win,1790,1595,0.5432,0.28,0.1768,True,group,2011
Switzerland,Australia,2,1,home_win,1660,1580,0.4415,0.28,0.2785,True,friendly,2022
France,Argentina,2,1,home_win,1840,1850,0.3496,0.28,0.3704,True,friendly,2020
Canada,England,2,3,away_win,1660,1790,0.2313,0.28,0.4887,False,group,2020
Tunisia,Japan,4,3,home_win,1640,1640,0.36,0.28,0.36,False,friendly,2024
Senegal,Poland,0,0,draw,1610,1600,0.3704,0.28,0.3496,True,friendly,2016
Netherlands,Tunisia,3,2,home_win,1750,1540,0.5545,0.28,0.1655,True,round_of_16,2018
Germany,Australia,0,0,draw,1880,1580,0.6113,0.28,0.1087,False,final,2014
Portugal,Serbia,0,0,draw,1860,1595,0.5914,0.28,0.1286,False,group,2014
Spain,Portugal,2,0,home_win,1900,1760,0.4977,0.28,0.2223,False,group,2012
Serbia,Spain,0,0,draw,1595,1800,0.1692,0.28,0.5508,True,friendly,2015
Serbia,South Korea,2,3,away_win,1695,1590,0.4656,0.28,0.2544,False,friendly,2020
Costa Rica,Serbia,2,2,draw,1610,1595,0.3755,0.28,0.3445,False,semi,2014
Croatia,Ghana,1,0,home_win,1800,1550,0.582,0.28,0.138,False,group,2022
Tunisia,Wales,2,3,away_win,1540,1610,0.2884,0.28,0.4316,True,quarter,2019
France,Switzerland,2,1,home_win,1840,1660,0.5314,0.28,0.1886,True,friendly,2021
France,Brazil,0,2,away_win,1940,1820,0.4796,0.28,0.2404,False,quarter,2018
Iran,Italy,0,2,away_win,1630,1710,0.2785,0.28,0.4415,False,friendly,2013
Costa Rica,Germany,2,2,draw,1610,1780,0.1967,0.28,0.5233,False,friendly,2019
Cameroon,Uruguay,0,2,away_win,1560,1680,0.2404,0.28,0.4796,True,friendly,2020
Canada,Cameroon,3,3,draw,1560,1560,0.36,0.28,0.36,True,semi,2015
Morocco,Cameroon,1,0,home_win,1750,1560,0.5393,0.28,0.1807,False,friendly,2010
Costa Rica,Morocco,1,2,away_win,1510,1650,0.2223,0.28,0.4977,True,group,2018
Croatia,Serbia,3,1,home_win,1700,1595,0.4656,0.28,0.2544,True,group,2020
Germany,Belgium,2,2,draw,1880,1720,0.515,0.28,0.205,False,friendly,2020
England,France,2,1,home_win,1790,1840,0.3085,0.28,0.4115,True,friendly,2010
Senegal,Argentina,2,1,home_win,1710,1850,0.2223,0.28,0.4977,False,group,2020
Ghana,Saudi Arabia,0,0,draw,1550,1520,0.391,0.28,0.329,True,group,2023
Canada,USA,1,6,away_win,1560,1620,0.2984,0.28,0.4216,True,friendly,2016
Denmark,Cameroon,1,3,away_win,1670,1560,0.4703,0.28,0.2497,True,group,2025
Saudi Arabia,Spain,4,5,away_win,1520,1800,0.1198,0.28,0.6002,True,quarter,2025
Switzerland,Netherlands,1,0,home_win,1660,1750,0.2688,0.28,0.4512,True,friendly,2013
South Korea,France,2,2,draw,1590,1840,0.138,0.28,0.582,True,friendly,2021
Switzerland,Japan,0,0,draw,1660,1640,0.3807,0.28,0.3393,True,semi,2021
Senegal,Morocco,1,3,away_win,1610,1650,0.3187,0.28,0.4013,True,friendly,2012
Brazil,England,2,3,away_win,1920,1790,0.4887,0.28,0.2313,False,group,2019
Switzerland,Canada,5,2,home_win,1660,1560,0.4608,0.28,0.2592,True,semi,2023
Iran,Japan,0,1,away_win,1630,1640,0.3496,0.28,0.3704,False,quarter,2018
Morocco,Canada,3,2,home_win,1750,1560,0.5393,0.28,0.1807,False,group,2015
Croatia,England,1,2,away_win,1700,1790,0.2688,0.28,0.4512,True,friendly,2024
Uruguay,Croatia,0,1,away_win,1780,1700,0.4415,0.28,0.2785,False,friendly,2010
Senegal,Serbia,1,1,draw,1610,1595,0.3755,0.28,0.3445,True,friendly,2025
Poland,Ecuador,0,1,away_win,1600,1570,0.391,0.28,0.329,True,friendly,2013
England,Switzerland,2,3,away_win,1790,1660,0.4887,0.28,0.2313,True,final,2013
Switzerland,Wales,2,0,home_win,1660,1610,0.4115,0.28,0.3085,True,round_of_16,2015
Spain,Germany,4,3,home_win,1800,1780,0.3807,0.28,0.3393,True,friendly,2016
Senegal,Japan,2,1,home_win,1610,1640,0.329,0.28,0.391,True,friendly,2019
Japan,Wales,1,0,home_win,1640,1610,0.391,0.28,0.329,True,semi,2016
Australia,Spain,1,1,draw,1680,1800,0.2404,0.28,0.4796,False,friendly,2010
Uruguay,Ecuador,3,0,home_win,1780,1570,0.5545,0.28,0.1655,False,friendly,2011
South Korea,Serbia,3,1,home_win,1690,1595,0.4561,0.28,0.2639,False,final,2013
Poland,Portugal,1,2,away_win,1600,1760,0.205,0.28,0.515,True,semi,2021
Saudi Arabia,Croatia,2,2,draw,1520,1700,0.1886,0.28,0.5314,True,round_of_16,2023
France,Italy,1,1,draw,1840,1710,0.4887,0.28,0.2313,True,friendly,2011
Mexico,Iran,3,3,draw,1730,1530,0.547,0.28,0.173,False,friendly,2018
Japan,Denmark,0,2,away_win,1640,1670,0.329,0.28,0.391,True,group,2020
Belgium,Saudi Arabia,0,0,draw,1720,1520,0.547,0.28,0.173,True,group,2010
Switzerland,Wales,4,4,draw,1760,1610,0.5064,0.28,0.2136,False,semi,2024
Netherlands,Ecuador,2,1,home_win,1750,1570,0.5314,0.28,0.1886,True,friendly,2019
Denmark,Brazil,2,2,draw,1770,1820,0.3085,0.28,0.4115,False,friendly,2015
Spain,Morocco,2,1,home_win,1800,1650,0.5064,0.28,0.2136,True,friendly,2011
Iran,Australia,0,0,draw,1630,1580,0.4115,0.28,0.3085,False,group,2017
Croatia,Wales,3,2,home_win,1700,1610,0.4512,0.28,0.2688,True,group,2022
Tunisia,Italy,0,1,away_win,1640,1710,0.2884,0.28,0.4316,False,semi,2013
Italy,Switzerland,1,0,home_win,1710,1660,0.4115,0.28,0.3085,True,quarter,2014
Uruguay,Brazil,1,1,draw,1680,1820,0.2223,0.28,0.4977,True,friendly,2018
Iran,USA,0,0,draw,1630,1620,0.3704,0.28,0.3496,False,group,2017
Mexico,Switzerland,0,1,away_win,1630,1660,0.329,0.28,0.391,True,friendly,2021
Serbia,Saudi Arabia,1,2,away_win,1595,1520,0.4365,0.28,0.2835,True,friendly,2023
England,Mexico,0,0,draw,1790,1630,0.515,0.28,0.205,True,friendly,2013
France,Croatia,3,3,draw,1840,1700,0.4977,0.28,0.2223,True,group,2018
Ghana,Germany,2,3,away_win,1550,1780,0.1513,0.28,0.5687,True,round_of_16,2022
Germany,Serbia,2,0,home_win,1780,1595,0.5354,0.28,0.1846,True,semi,2023
Saudi Arabia,Argentina,2,3,away_win,1520,1850,0.0937,0.28,0.6263,True,quarter,2025
Brazil,Portugal,1,1,draw,1820,1760,0.4216,0.28,0.2984,True,friendly,2023
Senegal,Costa Rica,1,4,away_win,1610,1510,0.4608,0.28,0.2592,True,quarter,2022
Switzerland,Mexico,0,0,draw,1760,1630,0.4887,0.28,0.2313,False,group,2019
Croatia,Costa Rica,2,2,draw,1800,1510,0.6059,0.28,0.1141,False,group,2010
Ghana,France,0,0,draw,1650,1840,0.1807,0.28,0.5393,False,group,2019
Poland,England,1,1,draw,1700,1790,0.2688,0.28,0.4512,False,group,2016
France,Canada,1,1,draw,1940,1560,0.6474,0.28,0.0726,False,friendly,2021
Saudi Arabia,Qatar,3,2,home_win,1520,1490,0.391,0.28,0.329,True,friendly,2016
Tunisia,Uruguay,0,0,draw,1540,1680,0.2223,0.28,0.4977,True,group,2023
Morocco,Netherlands,2,2,draw,1650,1750,0.2592,0.28,0.4608,True,friendly,2023
Ecuador,Canada,2,3,away_win,1570,1560,0.3704,0.28,0.3496,True,round_of_16,2016
England,Brazil,4,4,draw,1890,1820,0.4316,0.28,0.2884,False,friendly,2021
Croatia,Serbia,2,2,draw,1700,1595,0.4656,0.28,0.2544,True,semi,2019
Serbia,Costa Rica,2,1,home_win,1595,1510,0.4464,0.28,0.2736,True,group,2014
Germany,Ecuador,2,1,home_win,1780,1570,0.5545,0.28,0.1655,True,group,2013
Italy,Morocco,2,1,home_win,1710,1650,0.4216,0.28,0.2984,True,group,2012
Japan,Portugal,1,2,away_win,1640,1760,0.2404,0.28,0.4796,True,friendly,2010
England,Japan,1,2,away_win,1790,1640,0.5064,0.28,0.2136,True,friendly,2010
Switzerland,Iran,3,3,draw,1760,1530,0.5687,0.28,0.1513,False,group,2011
Denmark,Brazil,3,2,home_win,1670,1820,0.2136,0.28,0.5064,True,group,2025
South Korea,Portugal,1,1,draw,1590,1760,0.1967,0.28,0.5233,True,round_of_16,2012
France,Brazil,1,0,home_win,1840,1820,0.3807,0.28,0.3393,True,round_of_16,2010
Croatia,Portugal,0,1,away_win,1800,1760,0.4013,0.28,0.3187,False,group,2022
Germany,Ecuador,3,1,home_win,1780,1570,0.5545,0.28,0.1655,True,friendly,2010
Italy,Mexico,3,2,home_win,1710,1630,0.4415,0.28,0.2785,True,friendly,2016
Netherlands,Poland,1,0,home_win,1850,1600,0.582,0.28,0.138,False,quarter,2025
Mexico,Tunisia,1,2,away_win,1630,1540,0.4512,0.28,0.2688,True,friendly,2017
Croatia,Netherlands,0,1,away_win,1800,1750,0.4115,0.28,0.3085,False,group,2014
France,Ecuador,1,1,draw,1940,1570,0.6435,0.28,0.0765,False,friendly,2017
Ghana,Mexico,3,3,draw,1650,1630,0.3807,0.28,0.3393,False,round_of_16,2019
Germany,Senegal,2,3,away_win,1780,1610,0.5233,0.28,0.1967,True,quarter,2023
